Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2025 1,CR 2025 2
AIQ,GEN,Haryana,"BPS Govt Med Coll, Sonepat",SPM,"₹1,25,000*","₹1,04,346*",0*,₹0*,506,33975(1),48120(1),48120(1),,,25649(1),40414(1),42928(1),,,,
AIQ,SC,Karnataka,"Bidar IMS, Bidar",OPHTHALMOLOGY,"₹1,23,400*","₹56,250",1*,"₹50,00,000*",500,,,,,,30399(1),41165(1),48124(1),,,,
NBE Diploma,GEN,Madhya Pradesh,"District Hospital, Ujjain, MP",DO(NBEMS),"₹1,25,000","₹75,444*",3*,"₹20,00,000*",700,36337(1),48130(1),48130(1),,,,,,,,,
AIQ,GEN,Maharashtra,"SRTT, Ambajogai",PHARMACOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",518,,,,,,48134(1),48134(1),48134(1),,,,
AIQ,GEN-PwD,Maharashtra,"VMMC, Solapur",DERMATOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",763,,,,,,,48152(1),48152(1),,,,
AIQ,GEN,Haryana,"ESIC Med Coll, Faridabad",IHBT,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,,,,,,23538(1),39629(1),40934(1),48123(1),48159(1),,
AIQ,OBC,Karnataka,"ESI, Bangalore",MICROBIOLOGY,"₹2,50,000*","₹1,14,016*",2*,"₹10,00,000*",530,33961(1),48160(1),48160(1),,,,,,,,,
AIQ,EWS,Andhra Pradesh,"Kurnool Med Coll, Kurnool",PATHOLOGY,"₹30,000*","₹60,823",0*,₹0*,1150,27435(1),48173(1),44373(1),,,,,,,,,
AIQ,ST,Andhra Pradesh,"Guntur Med Coll, Guntur",ORTHOPAEDICS,"₹30,000*","₹60,823",0*,₹0*,1170,,,,,,48190(1),48190(1),48190(1),,,,
NBE Diploma,GEN,Jammu and Kashmir,"District Hospital, Kulgam",DA(NBEMS),"₹1,25,000","₹48,000",0,₹0,200,48200(1),43520(1),43520(1),,,,,,,,,
NBE Diploma,SC,Haryana,"General Hospital, Panipat",DGO(NBEMS),"₹1,25,000","₹1,04,346",0*,₹0*,Info Not Available,,,,,,45232(1),48206(1),48206(1),,,,
AIQ,ST,West Bengal,"Nilratan Sircar, Kolkata",OBG,"₹12,000*","₹61,634",3*,"₹30,00,000*",1920,43737(1),48219(1),42092(1),,,,,,,,,
AIQ,OBC,Gujarat,"PDU Med Coll, Rajkot",SPM,"₹30,000*","₹1,00,800",0*,₹0*,750,,,,,,42081(1),48221(1),46816(1),,,,
NBE Diploma,SC,Rajasthan,"Govt DB Dist Hosp, Churu",DGO(NBEMS),"₹1,25,000","₹62,388",0,₹0,Info Not Available,48232(1),48232(1),48232(1),,,,,,,,,
NBE Diploma,SC,Bihar,"Sadar Hospital, Gopalganj,Bihar",DCH(NBEMS),"₹1,25,000","₹82,000",2*,"₹25,00,000*",Info Not Available,,,,,,48234(1),47790(1),47790(1),,,,
AIQ,OBC,Kerala,"Govt Med Coll, Thrissur",BIOCHEMISTRY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1400,48298(1),48298(1),48298(1),,,,,,,,,
NBE Diploma,ST,Gujarat,"GMERS MedColl Hosp,Himmatnagar",DMRD(NBEMS),"₹1,25,000","₹75,600",0,₹0,750,37697(1),41794(1),48318(1),,,,,,,,,
DNB Post MBBS,ST,Himachal Pradesh,"Pt JN Govt Med Coll, Chamba",DNBGENERAL MEDICINE,"₹1,25,000","₹40,000",2*,"₹40,00,000*",324,45476(1),48353(1),48353(1),,,,,,,,,
NBE Diploma,OBC,Bihar,"ESIC MC & Hosp Bihta, Patna",DA(NBEMS),"₹1,25,000","₹1,30,653",2*,"₹10,00,000*",330,,,48361(1),,,38887(1),40116(1),40116(1),,,,
AIQ,OBC,Telangana,"Govt Med Coll, Mahabubnagar",PATHOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",900,,,,,,32518(1),39655(1),43336(1),48374(1),,,
NBE Diploma,OBC,Uttar Pradesh,"MRA Med Coll, Ambedkar Nagar",DO(NBEMS),"₹1,25,000","₹1,10,646",0*,₹0*,Info Not Available,,,,,,48411(1),39814(1),39814(1),,,,
AIQ,ST,Punjab,"Govt Med Coll, Patiala",OBG,"₹1,25,000*","₹76,000*",2*,"₹20,00,000*",1130,38992(1),46968(1),48415(1),,,25471(1),25876(1),26771(1),,,,
NBE Diploma,GEN,Uttar Pradesh,"MRA Med Coll, Ambedkar Nagar",DLO(NBEMS),"₹1,25,000","₹1,10,646",0*,₹0*,Info Not Available,38292(1),48429(1),48429(1),,,,,,,,,
AIQ,ST,Uttar Pradesh,"GSVM Med Coll, Kanpur",ORTHOPAEDICS,"₹24,000*","₹1,10,646*",2*,"₹40,00,000*",2083,48464(1),48464(1),48464(1),,,,,,,,,
AIQ,SC,West Bengal,Midnapore Medical College,ANAESTHESIOLOGY,"₹12,000*","₹61,634",3*,"₹30,00,000*",1051,40763(1),44559(1),48491(1),,,35104(1),36772(1),47590(1),,,,
AIQ,GEN,Delhi,"Lady Hardinge, Delhi",MICROBIOLOGY,"₹16,200*","₹1,26,927*",1,"₹20,00,000",877,21541(2),42669(2),48521(2),,,29400(1),30637(1),42120(4),,,,
NBE Diploma,OBC,Uttar Pradesh,"LalBahadurShastri Hosp,Varanasi",DO(NBEMS),"₹1,25,000","₹70,000",0*,₹0*,Info Not Available,,,,,,,41953(1),48522(1),,,,
AIQ,GEN,Madhya Pradesh,"Govt Med Coll, Ratlam",PATHOLOGY,"₹1,01,500*","₹75,444",1*,"₹10,00,000*",300,36355(1),19304(1),48529(1),,,32794(1),34130(1),37627(1),,,,
AIQ,OBC,Punjab,"Govt Med Coll, Patiala",PATHOLOGY,"₹1,25,000*","₹76,000*",2*,"₹20,00,000*",1130,37191(2),47186(2),47186(2),,,,,42803(1),48538(1),,,
DNB Post MBBS,SC,Gujarat,"GMERS MedColl Hosp,Himmatnagar",DNBANAESTHESIOLOGY,"₹1,25,000","₹1,00,800",0,₹0,750,35810(1),42150(1),48553(1),,,,,,,,,
AIQ,OBC,Andhra Pradesh,"SVIMS, Tirupati",MICROBIOLOGY,"₹1,75,000*","₹96,951",1*,"₹40,00,000*",1257,31053(1),48570(1),48570(1),,,44556(1),44556(1),44556(1),,,,
DNB Post MBBS,SC,Jammu and Kashmir,"Govt Med Coll Hosp, Anantnag",DNBOPHTHALMOLOGY,"₹1,25,000","₹59,500",0,₹0,363,,,,,,44427(1),41988(1),48603(1),,,,
DNB Post MBBS,SC,Haryana,"BPS Med Coll, Sonepat",DNBANAESTHESIOLOGY,"₹1,25,000","₹1,04,346",0*,₹0*,550,,,,,,31476(1),38888(1),48606(1),,,,
NBE Diploma,GEN,West Bengal,"SouthEastRailwayHosp,Kolkata",DLO(NBEMS),"₹1,25,000","₹1,04,857",0,₹0,303,36485(1),48616(1),36767(1),,,34097(1),37828(1),38365(1),,,,
DNB Post MBBS,SC,Haryana,"General Hospital, Panchkula",DNBORTHOPAEDICS,"₹1,25,000","₹1,04,346",0*,₹0*,300,34125(1),32398(1),38746(1),47345(1),48626(1),,,,,,,
AIQ,EWS-PwD,Manipur,"JNIMS, Imphal",RADIO DIAGNOSIS,"₹50,000*","₹50,000",1*,"₹20,00,000*",643,,,,,,48647(1),48647(1),48647(1),,,,
AIQ,SC,Tamil Nadu,"Rajah Muthiah, Annamalainagar",ANAESTHESIOLOGY,"₹50,000*","₹54,025*",2*,"₹40,00,000*",1400,,,,,,32426(1),37335(1),41024(1),48649(1),,,
AIQ,EWS,Maharashtra,"Sri Bhausaheb, Dhule",PATHOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",545,45875(1),47766(1),48658(1),,,,,,,,,
NBE Diploma,OBC,West Bengal,"Imambara Dist Hospital,Hooghly",DLO(NBEMS),"₹1,25,000","₹61,634",0,₹0,650,,,,,,48680(1),48680(1),48680(1),,,,
AIQ,ST,Maharashtra,"GovtMedColl,ChhatrapatiSambhajiNgr",GERIATRICS,"₹1,57,100*","₹93,559",1,"₹50,00,000",1177,39660(1),48717(1),48717(1),,,,,,,,,
NBE Diploma,SC,Rajasthan,"Central Hospital, Jaipur",DGO(NBEMS),"₹1,25,000","₹73,968",0,₹0,150,,,,,,42085(1),46520(1),48723(1),,,,
DNB Post MBBS,SC,West Bengal,"Imambara Dist Hospital,Hooghly",DNBPAEDIATRICS,"₹1,25,000","₹61,634",0,₹0,650,,,,,,,,36744(1),48725(1),,,
NBE Diploma,GEN,Rajasthan,"Mahatma Gandhi Hosp, Bhilwara",DA(NBEMS),"₹1,25,000","₹62,388*",0,₹0,Info Not Available,39290(1),48746(1),40564(1),,,44855(2),,,,,,
AIQ,SC,West Bengal,Murshidabad Med Coll,ANAESTHESIOLOGY,"₹12,000*","₹61,634",3*,"₹30,00,000*",1208,41272(1),44459(1),48758(1),,,,,,,,,
AIQ,ST,Karnataka,"Mysore Med Coll, Mysore",TBRD,"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1050,46270(1),48777(1),48777(1),,,,,,,,,
AIQ,SC,Manipur,"JNIMS, Imphal",PSYCHIATRY,"₹50,000*","₹50,000",1*,"₹20,00,000*",643,39629(1),42357(1),46067(1),48814(1),,,,,,,,
AIQ,OBC,Uttar Pradesh,"Govt Med Coll, Rampur, Basti",PATHOLOGY,"₹24,000*","₹1,10,646*",2*,"₹40,00,000*",500,,,,,,40351(1),40997(1),48822(1),,,,
NBE Diploma,OBC,Andhra Pradesh,"Govt Dist Hosp,Noonepalle",DA(NBEMS),"₹1,25,000","₹60,823",0,₹0,200,32183(1),48824(1),48824(1),,,46119(1),46119(1),46119(1),,,,
NBE Diploma,GEN,Odisha,"FakirMohanMed,Balasore,Odisha",DO(NBEMS),"₹1,25,000","₹70,686",2*,"₹35,89,488*",360,48831(1),47320(1),38341(1),,,,,,,,,
AIQ,SC,Karnataka,"Chamrajanagar IMS, Karnataka",ANAESTHESIOLOGY,"₹1,23,400*","₹56,250",1*,"₹50,00,000*",750,,,,,,34454(1),38024(1),48846(1),,,,
NBE Diploma,GEN,Chhattisgarh,"Central Hosp,Railway,Bilaspur",DFAM(NBEMS),"₹1,25,000","₹67,500",0,₹0,150,,,,,,48857(1),38355(1),45724(1),,,,
AIQ,OBC-PwD,Tamil Nadu,"Kilpauk Med Coll, Chennai",GENERAL MEDICINE,"₹50,000*","₹54,025*",2*,"₹40,00,000*",1700,48891(1),48891(1),48891(1),,,,,,,,,
AIQ,ST,Bihar,"Jawaharlal Nehru, Bhagalpur",GENERAL MEDICINE,"₹9,000*","₹82,000",2*,"₹25,00,000*",800,36268(1),43721(1),48955(1),,,,,,,,,
AIQ,OBC,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",PHARMACOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",1462,,,,,,30071(1),48966(1),48966(1),,,,
AIQ,EWS,Kerala,"Medical College, Trivandrum",PMR,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,,,,,,28381(1),48976(1),48976(1),,,,
AIQ,SC,Assam,"Tezpur Med Coll, Tezpur",ANAESTHESIOLOGY,"₹27,300*","₹55,200*",2*,"₹20,00,000*",500,31576(1),47012(1),48571(1),,,40711(1),45038(1),48983(1),,,,
NBE Diploma,GEN,Odisha,"Capital Hospital, Bhubaneswar",DO(NBEMS),"₹1,25,000","₹70,868",2*,"₹35,89,488*",647,29146(1),48989(1),48989(1),,,,,,,,,
AIQ,SC,Bihar,"Nalanda Med Coll, Patna",ANAESTHESIOLOGY,"₹9,000*","₹82,000",2*,"₹25,00,000*",750,,,,,,38362(1),41322(1),48996(1),,,,
AIQ,SC,Maharashtra,"SRTT, Ambajogai",ANAESTHESIOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",518,30223(1),38186(1),43359(1),49007(1),,,,,,,,
NBE Diploma,EWS,Rajasthan,"Mahatma Gandhi Hosp, Bhilwara",DA(NBEMS),"₹1,25,000","₹62,388*",0,₹0,Info Not Available,45396(1),49028(1),49028(1),,,,,,,,,
AIQ,ST,Karnataka,"VIMS, Bellary",PAEDIATRICS,"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1295,32954(1),38275(1),44987(1),49029(1),,,,,,,,
NBE Diploma,GEN,Andhra Pradesh,"Area Hospital, Nuzvidu, AP",DA(NBEMS),"₹1,25,000","₹60,823",0,₹0,Info Not Available,,49090(1),49090(1),,,,,,,,,
AIQ,SC,Assam,"Gauhati Med Coll, Guwahati",RADIATION ONCOLOGY,"₹27,300*","₹55,200*",2*,"₹20,00,000*",2185,,,,,,40678(1),39520(1),49096(1),40711(1),,,
NBE Diploma,OBC,Rajasthan,"ESIC Model Hospital, Jaipur",DA(NBEMS),"₹1,25,000","₹1,30,653",2*,"₹10,00,000*",300,,,49131(1),,,,,,,,,
AIQ,EWS,Tamil Nadu,"Kilpauk Med Coll, Chennai",PATHOLOGY,"₹50,000*","₹54,025*",2*,"₹40,00,000*",1700,26925(1),49157(1),49157(1),,,,,,,,,
AIQ,SC,Bihar,"Nalanda Med Coll, Patna",ENT,"₹9,000*","₹82,000",2*,"₹25,00,000*",750,,,,,,,,42850(1),49185(1),,,
NBE Diploma,GEN,Karnataka,"KauveryHosp, ElecCity,Bangalore",DA(NBEMS),"₹1,25,000","₹56,250*",0,₹0,205,39340(2),42658(2),46910(2),49186(1),,39317(2),38684(2),38684(2),,,,
AIQ,GEN,West Bengal,"IPGMER, Kolkata",MICROBIOLOGY,"₹12,000*","₹61,634",3*,"₹30,00,000*",2300,,,,,,40433(1),49188(1),49188(1),,,,
NBE Diploma,SC,Karnataka,"SriJayachamarjndraGenHos,Hassan",DCH(NBEMS),"₹1,25,000","₹56,250*",1,"₹20,00,000",Info Not Available,41883(1),40763(1),49195(1),,,,,,,,,
AIQ,OBC,Uttar Pradesh,"MLB Med Coll, Jhansi",PATHOLOGY,"₹24,000*","₹1,10,646*",2*,"₹40,00,000*",700,,,,,,36703(1),36189(1),42645(1),49214(1),,,
DNB Post MBBS,ST,Karnataka,"District Hospital, Tumakuru",DNBGENERAL MEDICINE,"₹1,25,000","₹56,250*",1,"₹20,00,000",400,,,,,,43918(1),49220(1),47945(1),,,,
AIQ,ST,Karnataka,"Gadag IMS, Gadag",PAEDIATRICS,"₹1,23,400*","₹56,250",1*,"₹50,00,000*",Info Not Available,,,,,,28739(1),42200(1),49220(1),,,,
AIQ,SC,Maharashtra,"Grant Med Coll, Mumbai",EMERGENCY MEDICINE,"₹1,57,100*","₹93,559",1,"₹50,00,000",2844,,,,,,21933(1),23254(1),30396(1),42679(1),49256(1),,
AIQ,GEN,Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",MICROBIOLOGY,"₹11,000*","₹80,000",0*,₹0*,1200,35043(1),49262(1),49262(1),,,28941(1),28941(1),28941(1),,,,
DU,ST,Delhi,"Lady Hardinge, Delhi",ANAESTHESIOLOGY,"₹16,200*","₹1,26,927*",1,"₹20,00,000",877,49292(1),49292(1),49292(1),,,,,,,,,
NBE Diploma,OBC,Andhra Pradesh,"Govt Dist Hosp,Vizianagaram",DO(NBEMS),"₹1,25,000","₹60,823*",0,₹0,430,,,,,,43915(1),49325(1),49325(1),,,,
NBE Diploma,SC,Uttar Pradesh,"AutonomousStateMC,Rampur",DCH(NBEMS),"₹1,25,000","₹1,10,646",0*,₹0*,Info Not Available,49337(1),49337(1),49337(1),,,,,,,,,
AIQ,SC,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",PATHOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",1462,,,,,,47127(1),43952(1),49362(1),,,,
AIQ,ST,Tamil Nadu,Chengalpattu Med Coll,PAEDIATRICS,"₹50,000*","₹54,025*",2*,"₹40,00,000*",700,38275(1),40824(1),49364(1),,,,,,,,,
DNB Post MBBS,SC,Pondicherry,"IndiraGandhi MC&RI,Pondicherry",DNBPSYCHIATRY,"₹1,25,000","₹43,000",0,₹0,750,,,,,,44607(1),45597(1),49387(1),,,,
NBE Diploma,OBC,Haryana,"BPS Med Coll, Sonepat",DLO(NBEMS),"₹1,25,000","₹1,04,346",0*,₹0*,550,39713(1),38718(1),49395(1),,,,,,,,,
DNB Post MBBS,SC,Maharashtra,"Govt Med Coll & Hosp,Nandurbar",DNBANAESTHESIOLOGY,"₹1,25,000","₹93,359*",1,"₹50,00,000",315,,,,,,41097(1),45580(1),49396(1),,,,
NBE Diploma,OBC,Rajasthan,"Mahatma Gandhi Hosp, Bhilwara",DA(NBEMS),"₹1,25,000","₹62,388*",0,₹0,Info Not Available,49401(1),49401(1),49401(1),,,45931(1),,,,,,
NBE Diploma,OBC,Rajasthan,"Mahatma Gandhi Hosp, Bhilwara",DO(NBEMS),"₹1,25,000","₹62,388*",0,₹0,Info Not Available,49408(1),49408(1),49408(1),,,,,,,,,
AIQ,GEN,Karnataka,"Mandya IMS, Mandya",SPM,"₹68,400*","₹56,250",1*,"₹50,00,000*",910,39262(1),39455(1),49412(1),,,,,,,,,
NBE Diploma,GEN,Maharashtra,"Ozone MS Hosp, Akola, MH",DA(NBEMS),"₹1,25,000","₹35,000*",0,₹0,Info Not Available,42013(2),44388(2),49414(2),,,,,,,,,
DNB Post MBBS,SC,Jammu and Kashmir,"Govt Med Coll Hosp, Rajouri",DNBENT,"₹1,25,000","₹59,500",0,₹0,300,,,,,,39707(1),43225(1),49426(1),,,,
AIQ,ST,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",OBG,"₹1,01,500*","₹75,444",1*,"₹10,00,000*",300,,,,,,32110(1),44198(1),49433(1),,,,
AIQ,OBC,Tamil Nadu,"Madras Med Coll, Chennai",MICROBIOLOGY,"₹50,000*","₹54,025*",2*,"₹40,00,000*",7285,32271(2),38527(2),49437(2),,,36776(1),40372(1),40372(1),,,,
AIQ,ST,Rajasthan,"SNMC, Jodhpur",OPHTHALMOLOGY,"₹14,093*","₹87,216*",2,"₹1,00,00,000",3101,,,,,,36962(1),49439(1),47689(1),,,,
AIQ,ST,Uttar Pradesh,"KGMU, Lucknow",OPHTHALMOLOGY,"₹54,700*","₹1,26,725",2*,"₹40,00,000*",4500,,,,,,33957(1),38574(1),49439(1),,,,
NBE Diploma,SC,Rajasthan,"District Hospital, Baran",DCH(NBEMS),"₹1,25,000","₹62,388",0,₹0,Info Not Available,49470(1),49470(1),49470(1),,,,,,,,,
NBE Diploma,GEN,Jammu and Kashmir,"Assoc Hosp Govt MC, Baramulla",DLO(NBEMS),"₹1,25,000","₹59,500*",0,₹0,363,28181(1),44870(1),44882(1),,,35702(2),43254(2),49484(2),35400(1),,,
AIQ,GEN,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",SPM,"₹1,57,100*","₹93,559",1,"₹50,00,000",1462,26858(2),34346(2),33975(2),49529(1),,,,,,,,
AIQ,OBC,Rajasthan,"SP Med Coll, Bikaner",IHBT,"₹14,093*","₹87,216*",2,"₹50,00,000",1570,,,,,,35249(1),48563(1),49544(1),48690(1),,,
AIQ,ST,Andhra Pradesh,"Kurnool Med Coll, Kurnool",ANAESTHESIOLOGY,"₹30,000*","₹60,823",0*,₹0*,1150,49565(1),49565(1),49565(1),,,,,,,,,
DNB Post MBBS,GEN,Uttar Pradesh,"SS Pediatric Hosp & PGTI,Noida",DNBIHBT,"₹1,25,000","₹1,10,646",0*,₹0*,257,30888(1),49583(1),43585(1),,,37243(1),45981(1),42971(1),,,,
AIQ,GEN,Bihar,"IGIMS, Patna",ANATOMY,"₹1,60,000*","₹1,22,878*",0,₹0,1170,,,,,,49594(1),49594(1),49594(1),,,,
AIQ,SC,Maharashtra,"Indira Gandhi MedColl, Nagpur",PSYCHIATRY,"₹1,57,100*","₹93,559",1,"₹50,00,000",822,,,,,,31479(1),28804(1),33037(1),49602(1),,,
AIQ,ST,Maharashtra,"Govt Med Coll, Miraj",RADIO DIAGNOSIS,"₹1,57,100*","₹93,559",1,"₹50,00,000",725,,,,,,12775(1),12775(1),14773(1),49606(1),,,
NBE Diploma,SC,Karnataka,"District Hospital, Haveri",DCH(NBEMS),"₹1,25,000","₹56,250*",1,"₹20,00,000",Info Not Available,39889(1),38416(1),49624(1),,,,,,,,,
NBE Diploma,EWS,Rajasthan,"Govt DB Dist Hosp, Churu",DO(NBEMS),"₹1,25,000","₹62,388",0,₹0,Info Not Available,,,,,,49627(1),45356(1),45356(1),,,,
AIQ,EWS,Rajasthan,"SNMC, Jodhpur",PATHOLOGY,"₹14,093*","₹87,216*",2,"₹50,00,000",3101,,,,,,40759(1),49667(1),49667(1),,,,
NBE Diploma,SC,Delhi,"ESI Hospital, Jhilmil Shahdara",DCH(NBEMS),"₹1,25,000","₹1,30,653",2*,"₹10,00,000*",300,,,,,,33216(1),33216(1),46986(1),49669(1),,,
NBE Diploma,GEN,Chhattisgarh,"PandurangRD DistHosp,Durg,CHTGH",DLO(NBEMS),"₹1,25,000","₹67,500",0,₹0,Info Not Available,40872(2),46516(2),49679(2),,,,,,,,,
NBE Diploma,SC,Punjab,"JBMM Dist Hospital, Amritsar",DCH(NBEMS),"₹1,25,000","₹67,968",1,"₹10,00,000",200,42769(1),49703(1),49703(1),,,,,,,,,
NBE Diploma,GEN,Tamil Nadu,"Govt MC Hosp, Ramanathapuram",DA(NBEMS),"₹1,25,000","₹54,025",2,"₹20,00,000",280,,38604(1),40283(1),49730(1),,,,,,,,
AIQ,OBC,Gujarat,"BJMC, Ahmedabad",BIOCHEMISTRY,"₹30,000*","₹1,00,800",0*,₹0*,1557,,,,,,49735(1),49735(1),49735(1),,,,
AIQ,ST,Tamil Nadu,Govt Thiruvannamalai Med Coll,GENERAL MEDICINE,"₹50,000*","₹54,025*",2*,"₹40,00,000*",500,33106(1),38985(1),49736(1),,,31531(1),37467(1),41779(1),,,,
NBE Diploma,SC,Rajasthan,"General Hospital, Karauli",DCH(NBEMS),"₹1,25,000","₹62,388",0,₹0,Info Not Available,49737(1),49737(1),49737(1),,,,,,,,,
AIQ,ST,Rajasthan,"SP Med Coll, Bikaner",ORTHOPAEDICS,"₹14,093*","₹87,216*",2,"₹1,00,00,000",1570,46358(1),49755(1),49755(1),,,,,,,,,
AIQ,ST,Tamil Nadu,"Rajah Muthiah, Annamalainagar",PAEDIATRICS,"₹50,000*","₹54,025*",2*,"₹40,00,000*",1400,38605(1),42882(1),49758(1),,,41779(1),44463(1),44463(1),,,,
NBE Diploma,GEN,Karnataka,"Taluk Gen Hosp, Bhadravathi,KAR",DA(NBEMS),"₹1,25,000","₹56,250*",1,"₹20,00,000",Info Not Available,,,,,,42258(1),49770(1),45236(1),,,,
NBE Diploma,EWS,Rajasthan,"Govt Med Coll Hosp, Dungarpur",DA(NBEMS),"₹1,25,000","₹62,388*",0,₹0,Info Not Available,,,,,,49794(1),48677(1),35950(1),,,,
AIQ,GEN,Telangana,"ESIC Med Coll,Sanath Nagar",PHARMACOLOGY,"₹2,50,000*","₹1,30,653",2*,"₹10,00,000*",690,,,,,,,,49806(1),,,,
BHU,EWS,Uttar Pradesh,"IMS(BHU), Varanasi",ORTHOPAEDICS,"₹48,226*","₹1,12,054*",0,₹0,1165,25709(1),25709(1),,,,49843(1),49843(1),,,,,
NBE Diploma,EWS,Rajasthan,"Rajiv Gandhi Gen Hosp, Alwar",DA(NBEMS),"₹1,25,000","₹62,388",0,₹0,Info Not Available,,,,,,49844(1),48643(1),48643(1),,,,
NBE Diploma,GEN,Bihar,"Ruban Memorial Hosp, Patna",DA(NBEMS),"₹1,25,000","₹82,000",0,₹0,450,49858(2),49858(2),49858(2),,,43365(2),43424(2),43424(2),,,,
DNB Post MBBS,SC,Chhattisgarh,"Govt Med Coll, Jagdalpur",DNBANAESTHESIOLOGY,"₹1,25,000","₹67,500",0,₹0,650,43577(1),42268(1),49879(1),,,,,,,,,
AIQ,SC,Himachal Pradesh,"IGMC, Shimla",ENT,"₹24,000*","₹40,000*",2*,"₹40,00,000*",1031,35856(1),33479(1),38984(1),49897(1),,31963(1),40192(1),44949(1),49783(1),,,
NBE Diploma,GEN,Rajasthan,"SK Govt Hosp, Sikar",DLO(NBEMS),"₹1,25,000","₹62,388*",0,₹0,Info Not Available,49909(1),49909(1),49909(1),,,40333(1),40247(1),40247(1),,,,
AIQ,ST,Maharashtra,"GovtMedColl,ChhatrapatiSambhajiNgr",OPHTHALMOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",1177,49433(1),48052(1),49910(1),,,,,,,,,
AIQ,SC,Delhi,"Hindu Rao, Delhi",DA,"₹16,200*","₹1,32,336*",1,"₹20,00,000",832,,,,,,48451(1),49933(1),48406(1),,,,
NBE Diploma,GEN,West Bengal,"VidyasagarStateGenHosp,Kolkata",DO(NBEMS),"₹1,25,000","₹61,634",0,₹0,Info Not Available,40524(1),49948(1),49948(1),,,,,,,,,
NBE Diploma,OBC,Jammu and Kashmir,"Govt Med Coll Hosp, Anantnag",DA(NBEMS),"₹1,25,000","₹59,500",0,₹0,363,,,,,,43037(1),40179(1),50025(1),,,,
AIQ,OBC,Tamil Nadu,"Madurai Med Coll, Madurai",PHYSIOLOGY,"₹50,000*","₹54,025*",2*,"₹40,00,000*",3518,,,,,,50026(1),50026(1),50026(1),,,,
NBE Diploma,GEN,West Bengal,"Siliguri Dist Hosp, Darjeeling",DA(NBEMS),"₹1,25,000","₹61,634",0,₹0,365,,,,,,50055(1),48560(1),48560(1),,,,
NBE Diploma,SC,Goa,"North Dist Asilo Hosp, Mapusa",DGO(NBEMS),"₹1,25,000","₹60,000*",1*,"₹10,00,000*",240,,,,,,50081(1),50081(1),50081(1),,,,
AIQ,GEN,Kerala,"TD Med Coll, Allepey",BIOCHEMISTRY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,50099(1),50099(1),50099(1),,,,,,,,,
AIQ,ST,Uttar Pradesh,"SN Med Coll, Agra",ORTHOPAEDICS,"₹24,000*","₹1,10,646*",2*,"₹40,00,000*",976,48955(1),50118(1),50118(1),,,,,,,,,
AIQ,ST,Uttar Pradesh,"MLN Med Coll, Allahabad",PSYCHIATRY,"₹24,000*","₹1,10,646*",2*,"₹40,00,000*",Info Not Available,50151(1),50151(1),50151(1),,,,,,,,,
AIQ,EWS,Delhi,"MAMC, Delhi",FORENSIC MEDICINE,"₹16,200*","₹1,26,927*",1,"₹20,00,000",2800,50179(1),50179(1),50179(1),,,33267(1),33267(1),33267(1),,,,
NBE Diploma,SC,Uttar Pradesh,"RajaPratapBahadurHosp,Pratapgar",DGO(NBEMS),"₹1,25,000","₹1,10,646",0*,₹0*,336,,,,,,50208(1),45368(1),47235(1),,,,
DNB Post MBBS,SC,Karnataka,"General Hospital, Jayanagar",DNBORTHOPAEDICS,"₹1,25,000","₹56,250*",1,"₹20,00,000",300,,,,,,37218(1),39028(1),39721(1),50211(1),,,
NBE Diploma,SC,Maharashtra,"JagjivanRamRailwayHosp, Mumbai",DFAM(NBEMS),"₹1,25,000","₹95,358",0,₹0,361,38853(1),46031(1),50253(1),,,,,,,,,
AIQ,GEN,Manipur,"RIMS, Imphal",IHBT,"₹5,000*","₹1,09,926",1*,"₹20,00,000*",1074,23307(1),38950(1),50260(1),,,,,,,,,
AIQ,SC,Tamil Nadu,"Madras Med Coll, Chennai",FORENSIC MEDICINE,"₹50,000*","₹54,025*",2*,"₹40,00,000*",7285,,,,,,50272(1),50272(1),50272(1),,,,
AIQ,ST,West Bengal,"College of Med & SDH, Kolkata",GENERAL MEDICINE,"₹12,000*","₹61,634",3*,"₹30,00,000*",500,41492(1),42053(1),50304(1),,,,,,,,,
